Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
18639,18-07-2023 15.30,Electronics,327,4,1037,Credit Card,29,1,Andrew Lopez,29,Female,0
18639,19-11-2020 23.04,Electronics,280,4,2102,Credit Card,29,1,Andrew Lopez,29,Female,0
18639,10-12-2020 10.13,Home,342,1,4845,PayPal,29,,Andrew Lopez,29,Female,0
18639,29-12-2021 19.07,Clothing,357,1,1897,Credit Card,29,0,Andrew Lopez,29,Female,0
18639,09-02-2022 12.07,Electronics,134,5,3398,Crypto,29,1,Andrew Lopez,29,Female,0
38715,03-07-2023 16.29,Clothing,259,2,2271,PayPal,37,0,Stephanie Rogers,37,Female,0
38715,25-07-2021 13.26,Books,322,3,4264,Credit Card,37,1,Stephanie Rogers,37,Female,0
38715,01-11-2020 16.46,Home,452,4,1735,Credit Card,37,0,Stephanie Rogers,37,Female,0
38715,12-10-2022 4.19,Clothing,320,2,4202,Credit Card,37,0,Stephanie Rogers,37,Female,0
38715,30-05-2023 16.11,Books,123,4,1255,PayPal,37,0,Stephanie Rogers,37,Female,0
47651,15-05-2022 3.53,Home,176,3,2167,Credit Card,23,,Diamond Gilbert,23,Male,0
47651,03-03-2020 1.03,Clothing,304,5,4483,Cash,23,0,Diamond Gilbert,23,Male,0
47651,27-08-2020 11.27,Clothing,415,4,4279,PayPal,23,1,Diamond Gilbert,23,Male,0
47651,02-01-2021 23.26,Electronics,38,1,2741,PayPal,23,0,Diamond Gilbert,23,Male,0
37470,17-08-2021 11.47,Home,237,2,3963,Cash,23,,Sophia Morgan,23,Male,1
37470,18-10-2020 2.52,Books,458,3,4833,PayPal,23,0,Sophia Morgan,23,Male,1
37470,30-10-2022 18.44,Books,85,1,1128,Crypto,23,0,Sophia Morgan,23,Male,1
13013,22-05-2020 2.52,Electronics,343,4,1301,Credit Card,26,0,Christopher Kirk,26,Female,1
13013,21-07-2020 0.10,Home,277,5,2630,Credit Card,26,1,Christopher Kirk,26,Female,1
13013,18-10-2021 16.06,Clothing,238,2,409,Credit Card,26,0,Christopher Kirk,26,Female,1
29535,21-04-2020 15.20,Home,348,4,545,Cash,51,1,Taylor Brown,51,Female,0
29535,13-07-2021 4.47,Electronics,382,5,1215,Credit Card,51,,Taylor Brown,51,Female,0
29535,15-01-2021 3.22,Electronics,368,3,1697,Credit Card,51,1,Taylor Brown,51,Female,0
37740,05-01-2020 21.13,Electronics,250,4,3971,PayPal,37,,William Page,37,Female,0
37740,10-01-2020 8.59,Home,374,1,2868,Cash,37,0,William Page,37,Female,0
37740,06-05-2021 9.02,Clothing,156,3,2707,Crypto,37,,William Page,37,Female,0
37740,19-01-2020 5.39,Clothing,452,2,1365,Cash,37,1,William Page,37,Female,0
37740,24-12-2022 14.18,Clothing,427,1,2700,Credit Card,37,1,William Page,37,Female,0
37740,13-04-2023 5.53,Books,239,4,2423,Credit Card,37,1,William Page,37,Female,0
15386,30-08-2020 18.53,Clothing,254,2,1928,Crypto,52,,Thomas Morris,52,Female,0
15386,23-04-2023 15.11,Books,118,5,4546,PayPal,52,1,Thomas Morris,52,Female,0
15386,21-02-2021 10.56,Books,116,3,4742,Credit Card,52,0,Thomas Morris,52,Female,0
15386,01-05-2021 18.35,Clothing,152,3,1275,Cash,52,,Thomas Morris,52,Female,0
15386,09-02-2022 1.16,Electronics,173,3,3890,PayPal,52,1,Thomas Morris,52,Female,0
15386,03-04-2020 11.54,Clothing,278,3,2489,Credit Card,52,0,Thomas Morris,52,Female,0
7387,20-04-2020 10.37,Clothing,209,2,2508,Credit Card,32,1,Richard Ramirez,32,Female,0
7387,21-04-2022 0.08,Home,250,5,3894,Credit Card,32,,Richard Ramirez,32,Female,0
7387,25-03-2022 20.20,Books,98,1,3395,Cash,32,0,Richard Ramirez,32,Female,0
7387,19-08-2022 21.29,Books,269,1,3378,Credit Card,32,0,Richard Ramirez,32,Female,0
7387,02-05-2023 8.56,Home,51,3,2760,Credit Card,32,0,Richard Ramirez,32,Female,0
7387,02-04-2020 20.05,Electronics,145,5,1906,PayPal,32,1,Richard Ramirez,32,Female,0
20354,10-08-2023 9.58,Home,209,5,2695,Credit Card,44,0,Dr. Louis Mills,44,Female,1
20354,09-02-2020 9.13,Books,378,5,2915,Crypto,44,1,Dr. Louis Mills,44,Female,1
20354,12-02-2020 0.03,Electronics,415,3,2462,Cash,44,0,Dr. Louis Mills,44,Female,1
20354,31-03-2022 6.17,Home,210,3,249,Cash,44,1,Dr. Louis Mills,44,Female,1
20354,19-01-2020 17.54,Clothing,371,3,4747,Cash,44,0,Dr. Louis Mills,44,Female,1
4168,14-10-2022 9.59,Books,22,1,433,Credit Card,36,1,Jesus Ferrell,36,Female,1
4168,17-05-2020 9.43,Books,451,5,1115,Crypto,36,0,Jesus Ferrell,36,Female,1
4168,01-05-2023 4.07,Books,159,5,1296,Cash,36,0,Jesus Ferrell,36,Female,1
4168,03-03-2023 20.08,Home,253,3,4944,Cash,36,1,Jesus Ferrell,36,Female,1
6088,31-12-2020 1.59,Home,287,4,4644,Credit Card,36,1,Linda Wolfe,36,Male,0
6088,13-07-2023 5.59,Books,496,5,1226,Credit Card,36,1,Linda Wolfe,36,Male,0
6088,09-09-2022 1.12,Electronics,448,4,1657,Credit Card,36,1,Linda Wolfe,36,Male,0
6088,28-12-2020 8.32,Electronics,279,5,1141,PayPal,36,1,Linda Wolfe,36,Male,0
6088,18-05-2020 17.15,Clothing,74,4,2367,Cash,36,,Linda Wolfe,36,Male,0
31190,26-02-2020 2.53,Home,145,1,4479,PayPal,70,0,Terri Mendoza,70,Male,0
31190,13-07-2022 21.11,Clothing,182,2,5091,Credit Card,70,,Terri Mendoza,70,Male,0
31190,18-01-2023 20.04,Clothing,54,3,3644,Credit Card,70,0,Terri Mendoza,70,Male,0
31190,22-06-2023 21.08,Clothing,129,2,4966,Credit Card,70,,Terri Mendoza,70,Male,0
31190,02-02-2021 18.14,Books,435,2,1221,Credit Card,70,0,Terri Mendoza,70,Male,0
31190,29-08-2023 11.57,Clothing,408,4,4344,Credit Card,70,0,Terri Mendoza,70,Male,0
31190,04-12-2020 8.25,Clothing,456,5,1154,Credit Card,70,,Terri Mendoza,70,Male,0
31190,30-04-2021 7.22,Electronics,368,2,4790,Credit Card,70,0,Terri Mendoza,70,Male,0
31190,06-06-2023 0.42,Books,433,3,2949,Cash,70,,Terri Mendoza,70,Male,0
31190,10-07-2023 17.17,Books,431,4,770,Cash,70,1,Terri Mendoza,70,Male,0
1408,02-02-2020 6.17,Books,168,1,3084,PayPal,52,0,Steven Ibarra,52,Female,1
1408,26-05-2023 19.49,Books,192,1,2902,PayPal,52,1,Steven Ibarra,52,Female,1
1408,09-10-2022 5.47,Home,147,5,4445,PayPal,52,1,Steven Ibarra,52,Female,1
1408,13-07-2023 18.49,Electronics,61,2,4906,PayPal,52,0,Steven Ibarra,52,Female,1
1408,28-12-2021 15.00,Clothing,318,3,5127,Cash,52,1,Steven Ibarra,52,Female,1
1408,08-02-2023 10.19,Books,422,2,2026,PayPal,52,,Steven Ibarra,52,Female,1
1408,06-06-2021 3.15,Home,10,4,3741,Cash,52,1,Steven Ibarra,52,Female,1
10791,09-04-2021 5.13,Home,206,2,2271,Cash,33,,Robert Leach,33,Female,0
10791,25-07-2022 2.22,Books,396,2,3490,PayPal,33,1,Robert Leach,33,Female,0
10791,08-12-2021 12.52,Books,251,3,2142,Cash,33,,Robert Leach,33,Female,0
10791,23-01-2022 10.31,Electronics,453,4,2646,Cash,33,0,Robert Leach,33,Female,0
10791,26-04-2020 3.31,Home,267,3,3976,Credit Card,33,0,Robert Leach,33,Female,0
10791,03-04-2020 6.55,Books,247,3,3120,PayPal,33,,Robert Leach,33,Female,0
26342,31-07-2022 19.46,Home,13,1,441,PayPal,27,0,William Merritt,27,Male,1
26342,04-10-2022 14.28,Books,93,2,2284,PayPal,27,1,William Merritt,27,Male,1
26342,14-05-2023 3.05,Home,255,2,2541,PayPal,27,,William Merritt,27,Male,1
26342,13-02-2021 21.57,Books,166,1,4868,Cash,27,0,William Merritt,27,Male,1
26342,03-11-2022 22.39,Clothing,335,2,2641,PayPal,27,1,William Merritt,27,Male,1
26342,09-10-2020 17.54,Electronics,120,3,2052,PayPal,27,,William Merritt,27,Male,1
3959,10-04-2022 11.17,Home,44,5,3118,Cash,53,0,Donald Marshall,53,Female,0
3959,02-04-2021 19.53,Electronics,161,1,2581,PayPal,53,0,Donald Marshall,53,Female,0
3959,02-04-2021 0.14,Clothing,441,1,2631,Credit Card,53,0,Donald Marshall,53,Female,0
3959,22-05-2020 14.29,Books,164,3,4411,Cash,53,,Donald Marshall,53,Female,0
3959,18-12-2020 0.28,Books,456,1,1929,Crypto,53,,Donald Marshall,53,Female,0
3959,13-12-2022 12.36,Clothing,206,4,2399,Credit Card,53,,Donald Marshall,53,Female,0
3959,25-08-2020 15.44,Clothing,47,5,2958,Credit Card,53,0,Donald Marshall,53,Female,0
3959,16-11-2021 7.37,Clothing,423,4,5118,Credit Card,53,,Donald Marshall,53,Female,0
29707,07-10-2021 8.19,Books,320,1,3153,Cash,59,,Courtney Brown,59,Female,0
29707,23-08-2021 17.17,Home,418,4,2887,PayPal,59,0,Courtney Brown,59,Female,0
29707,11-04-2020 23.37,Books,239,1,2520,Credit Card,59,1,Courtney Brown,59,Female,0
7458,04-01-2020 6.26,Clothing,473,1,599,Credit Card,26,,Amber Hardy,26,Female,0
7458,13-07-2021 3.32,Electronics,177,5,3404,Credit Card,26,0,Amber Hardy,26,Female,0
7458,24-05-2023 11.58,Home,450,2,3882,PayPal,26,0,Amber Hardy,26,Female,0
7458,01-09-2021 5.41,Clothing,162,4,3187,Cash,26,,Amber Hardy,26,Female,0
7458,15-04-2020 8.24,Home,311,4,509,Cash,26,1,Amber Hardy,26,Female,0
7458,25-04-2021 4.00,Clothing,106,4,4081,Cash,26,1,Amber Hardy,26,Female,0
25514,19-06-2020 14.44,Books,301,4,453,Credit Card,26,,Joshua Monroe,26,Female,0
25514,25-04-2022 18.52,Books,72,1,1455,Crypto,26,0,Joshua Monroe,26,Female,0
25514,22-05-2023 2.55,Home,152,2,3856,Cash,26,1,Joshua Monroe,26,Female,0
25514,06-03-2022 0.42,Books,199,5,2304,Cash,26,1,Joshua Monroe,26,Female,0
25514,12-07-2020 19.57,Clothing,193,1,255,Crypto,26,1,Joshua Monroe,26,Female,0
25514,04-08-2020 23.53,Clothing,111,5,3379,Credit Card,26,0,Joshua Monroe,26,Female,0
25514,16-08-2021 15.06,Clothing,223,2,3952,Credit Card,26,0,Joshua Monroe,26,Female,0
45289,19-09-2021 16.39,Home,437,1,2902,Cash,42,0,Douglas Stone,42,Female,0
45289,01-02-2023 4.57,Electronics,99,1,655,PayPal,42,1,Douglas Stone,42,Female,0
45289,23-11-2022 3.00,Clothing,398,1,4890,PayPal,42,1,Douglas Stone,42,Female,0
45289,16-05-2022 2.58,Clothing,27,3,1159,PayPal,42,1,Douglas Stone,42,Female,0
45289,18-05-2021 19.47,Clothing,439,1,4604,PayPal,42,1,Douglas Stone,42,Female,0
45289,23-07-2021 18.47,Electronics,359,1,1533,PayPal,42,,Douglas Stone,42,Female,0
45289,01-11-2021 14.28,Electronics,138,5,1509,PayPal,42,0,Douglas Stone,42,Female,0
45289,21-07-2023 12.16,Electronics,300,3,5127,Cash,42,0,Douglas Stone,42,Female,0
45289,18-05-2023 15.41,Electronics,157,2,3659,PayPal,42,1,Douglas Stone,42,Female,0
43841,20-03-2021 19.03,Electronics,163,1,4387,Credit Card,69,1,Justin Thompson,69,Male,0
43841,16-04-2020 8.32,Home,426,3,4704,Crypto,69,1,Justin Thompson,69,Male,0
43841,13-10-2020 22.47,Books,20,4,1879,PayPal,69,1,Justin Thompson,69,Male,0
43841,11-11-2020 20.08,Books,144,3,1168,PayPal,69,1,Justin Thompson,69,Male,0
43841,09-05-2020 2.55,Home,162,2,3291,Cash,69,1,Justin Thompson,69,Male,0
43841,16-05-2022 10.47,Clothing,473,5,4015,Cash,69,1,Justin Thompson,69,Male,0
43841,30-03-2023 1.39,Home,286,4,4897,Credit Card,69,1,Justin Thompson,69,Male,0
8768,23-07-2020 12.21,Books,189,3,4851,Credit Card,69,0,Emily Phillips,69,Male,0
8768,07-01-2021 11.02,Clothing,494,4,3996,PayPal,69,0,Emily Phillips,69,Male,0
8768,17-02-2020 7.38,Clothing,37,3,4113,Cash,69,0,Emily Phillips,69,Male,0
8768,27-10-2020 16.26,Electronics,209,4,5002,PayPal,69,,Emily Phillips,69,Male,0
24610,28-11-2021 0.20,Clothing,399,1,4519,Credit Card,22,0,Cesar Thompson,22,Female,0
24610,02-04-2021 7.09,Clothing,434,5,2055,PayPal,22,,Cesar Thompson,22,Female,0
24610,19-09-2021 4.35,Home,101,1,2818,Crypto,22,,Cesar Thompson,22,Female,0
24610,13-09-2020 17.50,Electronics,384,1,1259,Crypto,22,0,Cesar Thompson,22,Female,0
24610,28-01-2023 16.13,Clothing,20,3,2964,Cash,22,1,Cesar Thompson,22,Female,0
6215,01-05-2020 22.36,Books,151,4,2612,PayPal,41,1,Peter Barrera,41,Female,0
6215,02-09-2020 16.47,Books,228,5,3077,Cash,41,0,Peter Barrera,41,Female,0
6215,15-03-2022 20.58,Home,487,3,1614,Credit Card,41,1,Peter Barrera,41,Female,0
6215,17-12-2021 5.40,Clothing,132,4,5119,Cash,41,0,Peter Barrera,41,Female,0
6215,02-06-2023 10.43,Home,458,2,3980,Credit Card,41,,Peter Barrera,41,Female,0
5719,10-02-2022 3.10,Books,265,3,3462,Crypto,19,0,Breanna Garcia,19,Female,1
5719,13-06-2020 0.53,Home,22,4,327,PayPal,19,0,Breanna Garcia,19,Female,1
5719,30-12-2020 11.12,Electronics,364,5,5056,PayPal,19,0,Breanna Garcia,19,Female,1
5719,22-12-2021 7.12,Books,81,1,3633,PayPal,19,1,Breanna Garcia,19,Female,1
26716,30-05-2021 15.33,Clothing,451,3,3614,PayPal,70,1,Terri Fernandez,70,Male,0
26716,01-07-2020 23.29,Home,471,5,5149,PayPal,70,,Terri Fernandez,70,Male,0
26716,06-09-2021 13.49,Electronics,87,5,2640,PayPal,70,,Terri Fernandez,70,Male,0
26716,23-07-2022 0.45,Books,434,2,1233,Credit Card,70,0,Terri Fernandez,70,Male,0
26716,08-03-2022 20.49,Electronics,350,2,1817,Credit Card,70,,Terri Fernandez,70,Male,0
26716,13-04-2021 5.16,Books,77,5,3446,Credit Card,70,1,Terri Fernandez,70,Male,0
48210,02-05-2023 13.45,Books,450,1,4005,Credit Card,38,0,Lynn Riley,38,Male,1
48210,20-08-2023 5.11,Electronics,393,2,3435,Credit Card,38,1,Lynn Riley,38,Male,1
48210,18-06-2023 15.38,Electronics,91,3,3359,PayPal,38,1,Lynn Riley,38,Male,1
9147,16-11-2021 15.14,Clothing,228,3,2934,Cash,18,0,Debra Pierce,18,Female,0
9147,25-05-2022 14.25,Home,186,3,1117,Credit Card,18,0,Debra Pierce,18,Female,0
9147,09-01-2021 17.41,Electronics,170,4,4713,Crypto,18,0,Debra Pierce,18,Female,0
9147,16-07-2022 17.26,Clothing,100,2,2786,Credit Card,18,1,Debra Pierce,18,Female,0
9147,06-08-2020 6.37,Home,68,3,2215,Cash,18,1,Debra Pierce,18,Female,0
32790,20-05-2021 4.45,Clothing,216,5,4341,Credit Card,32,,Robert Warren,32,Female,0
32790,14-09-2022 7.20,Electronics,341,1,2780,Crypto,32,1,Robert Warren,32,Female,0
21000,13-05-2023 22.45,Clothing,86,2,867,Credit Card,35,1,Amber Parker,35,Male,0
21000,16-07-2020 12.49,Clothing,484,3,1634,Cash,35,,Amber Parker,35,Male,0
21000,07-09-2021 17.38,Books,262,2,3867,Cash,35,0,Amber Parker,35,Male,0
21000,23-03-2021 2.44,Books,443,5,1618,PayPal,35,1,Amber Parker,35,Male,0
21000,26-12-2021 16.26,Books,461,4,935,Cash,35,1,Amber Parker,35,Male,0
21000,04-08-2021 9.31,Clothing,169,3,187,Credit Card,35,,Amber Parker,35,Male,0
21000,31-07-2020 2.37,Home,53,1,2571,PayPal,35,0,Amber Parker,35,Male,0
21000,07-02-2023 23.44,Electronics,73,2,1315,Credit Card,35,,Amber Parker,35,Male,0
31332,22-08-2023 21.37,Clothing,101,5,4813,Credit Card,53,0,Joshua Anderson,53,Male,0
31332,03-07-2023 23.16,Books,432,3,1213,Cash,53,1,Joshua Anderson,53,Male,0
31332,21-09-2022 10.31,Electronics,425,3,5134,PayPal,53,0,Joshua Anderson,53,Male,0
31332,14-12-2021 18.55,Clothing,380,5,4025,Credit Card,53,1,Joshua Anderson,53,Male,0
31332,06-06-2020 12.39,Clothing,133,2,1926,PayPal,53,1,Joshua Anderson,53,Male,0
31332,18-10-2022 3.02,Electronics,84,4,5133,PayPal,53,,Joshua Anderson,53,Male,0
46264,14-09-2023 21.31,Electronics,70,2,1311,Credit Card,56,1,Ronald Mata,56,Male,0
46264,20-07-2022 13.57,Books,22,3,2697,Credit Card,56,1,Ronald Mata,56,Male,0
46264,02-09-2023 12.44,Home,358,5,1832,Credit Card,56,0,Ronald Mata,56,Male,0
46264,17-11-2022 2.20,Books,275,4,707,PayPal,56,1,Ronald Mata,56,Male,0
46264,28-11-2022 16.51,Home,179,4,1973,PayPal,56,0,Ronald Mata,56,Male,0
46264,04-12-2021 5.10,Electronics,384,3,3421,PayPal,56,0,Ronald Mata,56,Male,0
46264,06-10-2021 4.35,Clothing,441,5,2770,PayPal,56,,Ronald Mata,56,Male,0
30177,16-06-2022 5.43,Electronics,498,5,4286,PayPal,60,,Susan Evans,60,Female,1
30177,01-05-2020 9.20,Books,227,2,1353,Crypto,60,1,Susan Evans,60,Female,1
30177,09-12-2020 6.32,Clothing,440,3,2689,Credit Card,60,1,Susan Evans,60,Female,1
30177,02-08-2023 23.33,Home,484,1,4699,Credit Card,60,1,Susan Evans,60,Female,1
30177,24-10-2022 3.15,Home,106,2,1981,Credit Card,60,0,Susan Evans,60,Female,1
30177,27-07-2020 2.30,Clothing,147,1,1305,Credit Card,60,1,Susan Evans,60,Female,1
30177,03-07-2023 2.03,Books,405,3,1717,PayPal,60,1,Susan Evans,60,Female,1
49102,27-05-2022 4.40,Clothing,367,1,2318,Cash,62,0,Robert Carter,62,Male,0
49102,08-07-2020 8.36,Electronics,48,3,3442,Cash,62,1,Robert Carter,62,Male,0
49102,18-09-2020 23.26,Home,24,5,3798,PayPal,62,1,Robert Carter,62,Male,0
45044,17-12-2021 17.55,Home,111,1,3559,PayPal,41,0,Jesse Rodriguez,41,Female,0
45044,08-10-2021 10.46,Clothing,453,2,4917,Credit Card,41,0,Jesse Rodriguez,41,Female,0
45044,24-03-2023 15.07,Electronics,61,3,4386,PayPal,41,1,Jesse Rodriguez,41,Female,0
39379,23-02-2023 5.03,Clothing,334,1,379,Credit Card,57,0,Steven Burns,57,Male,0
39379,01-05-2020 17.35,Books,358,4,484,Credit Card,57,0,Steven Burns,57,Male,0
39379,15-01-2021 6.31,Books,242,2,1232,PayPal,57,1,Steven Burns,57,Male,0
39379,08-01-2021 23.53,Electronics,157,3,3895,Credit Card,57,0,Steven Burns,57,Male,0
39379,24-10-2022 13.02,Electronics,252,2,3817,Cash,57,0,Steven Burns,57,Male,0
11827,27-10-2021 5.27,Electronics,66,3,2858,PayPal,27,0,Courtney Cooper,27,Female,0
11827,24-06-2023 19.09,Electronics,357,2,219,Crypto,27,1,Courtney Cooper,27,Female,0
11827,16-12-2022 19.15,Home,472,3,4991,Cash,27,1,Courtney Cooper,27,Female,0
11827,26-06-2021 19.07,Books,257,3,1975,Credit Card,27,,Courtney Cooper,27,Female,0
11827,17-01-2023 1.51,Clothing,290,5,415,PayPal,27,0,Courtney Cooper,27,Female,0
11827,26-03-2021 0.36,Clothing,420,4,4995,PayPal,27,1,Courtney Cooper,27,Female,0
35892,05-02-2023 20.24,Clothing,496,1,2401,Credit Card,66,1,Mrs. Cynthia Stout DVM,66,Male,0
35892,26-06-2021 0.45,Clothing,358,2,2900,Crypto,66,,Mrs. Cynthia Stout DVM,66,Male,0
35892,02-09-2020 3.33,Books,253,4,3490,Credit Card,66,0,Mrs. Cynthia Stout DVM,66,Male,0
35892,11-05-2021 3.50,Electronics,139,3,1465,PayPal,66,0,Mrs. Cynthia Stout DVM,66,Male,0
35892,30-05-2020 14.06,Clothing,204,2,1735,PayPal,66,,Mrs. Cynthia Stout DVM,66,Male,0
35892,24-05-2021 6.32,Clothing,359,2,3062,Credit Card,66,1,Mrs. Cynthia Stout DVM,66,Male,0
27975,18-05-2022 0.05,Books,91,5,3239,Cash,41,1,Donald Oliver,41,Female,1
27975,28-11-2020 0.13,Books,79,2,4370,Cash,41,1,Donald Oliver,41,Female,1
27975,05-02-2023 8.21,Books,327,5,1704,PayPal,41,0,Donald Oliver,41,Female,1
27975,12-12-2021 12.49,Books,191,4,4940,Cash,41,0,Donald Oliver,41,Female,1
27975,22-02-2023 12.16,Clothing,383,1,428,Credit Card,41,0,Donald Oliver,41,Female,1
27975,05-01-2023 17.23,Home,462,3,4303,PayPal,41,0,Donald Oliver,41,Female,1
27975,17-12-2021 4.29,Clothing,233,2,2386,Cash,41,1,Donald Oliver,41,Female,1
2139,14-10-2021 1.54,Clothing,286,5,4939,Crypto,61,0,Teresa Williams,61,Female,0
2139,06-07-2020 1.43,Books,155,3,1940,Credit Card,61,0,Teresa Williams,61,Female,0
2139,06-11-2020 23.41,Electronics,233,5,4521,Credit Card,61,,Teresa Williams,61,Female,0
2139,11-05-2022 10.49,Books,458,1,1564,Crypto,61,,Teresa Williams,61,Female,0
2139,10-06-2020 2.40,Books,269,5,595,PayPal,61,,Teresa Williams,61,Female,0
2139,03-07-2023 5.33,Books,280,2,4974,Cash,61,1,Teresa Williams,61,Female,0
41782,31-07-2020 11.46,Clothing,212,5,2091,Credit Card,31,0,Charles Hawkins,31,Female,0
41782,06-02-2023 23.10,Home,46,4,5153,PayPal,31,1,Charles Hawkins,31,Female,0
41782,27-08-2022 5.30,Books,179,4,1791,Cash,31,0,Charles Hawkins,31,Female,0
41782,10-10-2022 8.09,Home,243,3,806,Credit Card,31,1,Charles Hawkins,31,Female,0
41782,29-06-2021 21.34,Books,362,1,1088,Credit Card,31,0,Charles Hawkins,31,Female,0
41782,06-06-2022 6.34,Clothing,15,5,4806,Cash,31,1,Charles Hawkins,31,Female,0
41782,24-02-2021 10.43,Clothing,356,4,1700,PayPal,31,0,Charles Hawkins,31,Female,0
46397,28-08-2023 13.50,Books,344,1,4164,PayPal,41,1,Whitney Craig MD,41,Female,0
46397,19-01-2020 7.58,Home,15,5,889,Cash,41,0,Whitney Craig MD,41,Female,0
46397,10-04-2022 22.24,Home,126,4,877,Credit Card,41,0,Whitney Craig MD,41,Female,0
46397,17-01-2022 17.23,Clothing,330,5,3916,Credit Card,41,0,Whitney Craig MD,41,Female,0
46397,13-03-2020 20.04,Books,397,1,3398,Credit Card,41,1,Whitney Craig MD,41,Female,0
46397,08-04-2022 22.23,Clothing,84,1,1539,Cash,41,1,Whitney Craig MD,41,Female,0
46397,12-08-2021 11.45,Clothing,92,2,4718,PayPal,41,1,Whitney Craig MD,41,Female,0
7715,16-12-2020 2.51,Electronics,131,3,1241,Cash,65,1,Meghan Cooley,65,Female,0
7715,31-01-2021 15.49,Home,448,4,2307,PayPal,65,0,Meghan Cooley,65,Female,0
7715,26-04-2021 6.51,Electronics,223,4,580,Cash,65,0,Meghan Cooley,65,Female,0
7715,15-06-2021 12.03,Clothing,434,5,4993,Credit Card,65,0,Meghan Cooley,65,Female,0
7715,26-03-2021 23.36,Books,448,4,2846,PayPal,65,1,Meghan Cooley,65,Female,0
15053,15-11-2022 18.03,Home,323,2,1124,Credit Card,54,,Tracy Moreno,54,Female,0
15053,25-01-2022 18.11,Books,160,3,4655,PayPal,54,0,Tracy Moreno,54,Female,0
15053,14-06-2022 10.20,Home,375,3,1200,Credit Card,54,,Tracy Moreno,54,Female,0
15053,08-12-2022 1.07,Electronics,193,1,1012,Credit Card,54,1,Tracy Moreno,54,Female,0
15053,25-05-2023 3.53,Electronics,309,5,787,Crypto,54,1,Tracy Moreno,54,Female,0
15053,29-05-2023 18.11,Books,29,4,4939,PayPal,54,1,Tracy Moreno,54,Female,0
15053,16-05-2020 6.08,Clothing,460,1,1209,Credit Card,54,1,Tracy Moreno,54,Female,0
15053,25-05-2023 12.27,Clothing,168,2,533,PayPal,54,1,Tracy Moreno,54,Female,0
15053,16-10-2020 9.09,Electronics,298,1,646,PayPal,54,0,Tracy Moreno,54,Female,0
15053,01-02-2022 5.01,Books,327,5,4135,Credit Card,54,0,Tracy Moreno,54,Female,0
12988,07-03-2021 22.01,Books,323,1,3193,Cash,48,0,Maria Potter,48,Male,0
12988,18-10-2020 2.35,Books,363,2,2988,PayPal,48,1,Maria Potter,48,Male,0
12988,26-02-2022 14.19,Books,305,5,4334,Cash,48,1,Maria Potter,48,Male,0
12988,20-08-2022 13.12,Clothing,438,3,4304,Crypto,48,0,Maria Potter,48,Male,0
12988,13-07-2021 2.44,Books,472,5,3867,Crypto,48,1,Maria Potter,48,Male,0
12988,12-04-2021 18.02,Home,39,4,3715,PayPal,48,0,Maria Potter,48,Male,0
12988,20-03-2020 15.52,Home,298,1,2708,Credit Card,48,0,Maria Potter,48,Male,0
12988,16-04-2023 4.28,Clothing,29,2,698,Credit Card,48,0,Maria Potter,48,Male,0
29195,30-12-2022 1.09,Books,367,1,2871,Credit Card,19,0,Joan Simpson,19,Female,0
29195,30-03-2023 6.34,Books,423,5,129,Credit Card,19,0,Joan Simpson,19,Female,0
29195,01-11-2021 7.38,Electronics,458,2,816,Cash,19,1,Joan Simpson,19,Female,0
29195,05-04-2020 18.02,Clothing,473,1,4063,PayPal,19,0,Joan Simpson,19,Female,0
29195,08-12-2022 16.10,Home,165,1,3942,Cash,19,0,Joan Simpson,19,Female,0
36002,24-06-2020 10.37,Clothing,300,2,4367,PayPal,44,1,Wanda Lucero,44,Female,0
36002,13-02-2023 4.22,Books,400,4,4720,Cash,44,,Wanda Lucero,44,Female,0
36002,16-04-2022 21.12,Clothing,171,2,5090,Cash,44,1,Wanda Lucero,44,Female,0
36002,17-04-2023 18.13,Books,37,1,3349,Crypto,44,,Wanda Lucero,44,Female,0
36002,01-08-2020 14.00,Clothing,53,3,479,Cash,44,1,Wanda Lucero,44,Female,0
36002,19-08-2021 16.40,Home,99,1,653,Credit Card,44,1,Wanda Lucero,44,Female,0
36002,11-05-2023 0.11,Books,274,3,1695,PayPal,44,1,Wanda Lucero,44,Female,0
36002,30-01-2020 4.34,Clothing,282,4,5060,Credit Card,44,1,Wanda Lucero,44,Female,0
36002,15-05-2023 3.20,Books,97,2,5148,Credit Card,44,,Wanda Lucero,44,Female,0
36002,13-06-2022 21.09,Electronics,274,1,478,Credit Card,44,1,Wanda Lucero,44,Female,0
49192,18-12-2022 23.54,Books,32,5,2928,Cash,28,0,Debra Larson,28,Male,0
49192,12-09-2022 21.11,Books,199,2,1835,PayPal,28,,Debra Larson,28,Male,0
49192,30-06-2020 2.32,Clothing,477,4,4368,Credit Card,28,0,Debra Larson,28,Male,0
49192,09-12-2021 8.00,Clothing,121,5,3786,Cash,28,1,Debra Larson,28,Male,0
49192,22-04-2022 14.13,Books,384,2,747,Credit Card,28,0,Debra Larson,28,Male,0
49192,14-09-2023 17.49,Clothing,132,2,2871,PayPal,28,0,Debra Larson,28,Male,0
46809,16-04-2022 20.56,Books,291,3,2056,Credit Card,63,0,Bobby Vasquez,63,Female,0
46809,03-10-2021 23.12,Electronics,287,2,5196,PayPal,63,1,Bobby Vasquez,63,Female,0
